YYYYQ,GASPX2,GAS1,GAS1PX2,GAS5,GASPX1,GAS1PX1
19901,,50.432510885341074,52.49628712871287,,0.0006605019815059445,0.0006605019815059445
19902,,37.25928623452294,45.28883495145631,,0.000663129973474801,0.4973474801061008
19903,,48.36086956521739,49.83225208526413,,0.0006657789613848203,0.1877496671105193
19904,88.90380761523046,66.02649006622516,71.86635071090048,72.58204562178072,0.47745358090185674,0.5994694960212201
19911,91.82662835249042,46.557377049180324,59.08064516129032,92.99501069137563,0.6055880441845354,0.3222871994801819
19912,,36.50699677072121,36.24364406779661,,0.0006657789613848203,0.29227696404793607
19913,,24.495633187772924,28.620512820512822,,0.0006657789613848203,0.0006657789613848203
19914,,28.95306859205776,32.26510067114094,,0.0006622516556291391,0.5052980132450331
19921,,,,,0.0006587615283267457,0.0006587615283267457
19922,,72.93110871905274,39.31132075471698,,0.0006662225183211193,0.0006662225183211193
19923,,30.463894967177243,25.8102766798419,,0.0006609385327164573,0.14540647719762062
19924,60.490883590462836,,,59.73225806451613,0.000663129973474801,0.000663129973474801
19931,60.537086684539766,,,65.68808664259927,0.7208994708994709,0.0006613756613756613
19932,74.61266968325792,,,83.19305856832972,0.7246184472461845,0.0006635700066357001
19933,67.59841827768014,,,66.98291814946619,0.7402511566424322,0.0006609385327164573
19934,63.821608040201006,,,62.701075268817206,0.2575360419397117,0.000655307994757536
19941,64.65970149253731,,,60.782515991471215,0.0006600660066006601,0.0006600660066006601
19942,69.24084350721421,,,67.94143484626647,0.5838303512259775,0.0006626905235255136
19943,58.065447545717035,,,57.92659279778393,0.6573653471771577,0.0006489292667099286
19944,67.53333333333333,,,65.47670250896057,0.6642287234042553,0.0006648936170212766
19951,75.39589743589744,,,68.58333333333333,0.0006622516556291391,0.0006622516556291391
19952,73.14435946462716,,,67.82282069454288,0.22821024617431804,0.0006653359946773121
19953,54.10625620655412,,,53.287157287157285,0.6529255319148937,0.0006648936170212766
19954,66.83080260303687,,,71.58712942877801,0.2793629727936297,0.0006635700066357001
19961,74.97872340425532,,,61.33504023408925,0.6006644518272425,0.000664451827242525
19962,72.019,,,60.08643815201192,0.5786666666666667,0.0006666666666666666
19963,67.65353535353535,,,71.42877906976744,0.6169220519653564,0.0006662225183211193
19964,63.0546875,,,58.270953757225435,0.6571238348868176,0.0006657789613848203
19971,83.88951310861424,,,79.81484149855908,0.19187208527648233,0.0006662225183211193
19972,57.25312800769971,,,60.795947901591894,0.6795469686875416,0.0006662225183211193
19973,66.13591359135914,,,73.51493080844865,0.0006666666666666666,0.0006666666666666666
19974,80.91292392300642,,,83.5137481910275,0.17266666666666666,0.0006666666666666666
19981,102.76215644820296,,,107.00957995578482,0.600400266844563,0.00066711140760507
19982,74.756446991404,,,79.4306049822064,0.20933333333333334,0.0006666666666666666
19983,75.50790305584826,,,80.55265068990559,0.000663129973474801,0.000663129973474801
19984,56.735926305015354,,,55.624911535739564,0.6230053191489362,0.0006648936170212766
19991,64.64862204724409,,,64.11375089992801,0.655310621242485,0.0006680026720106881
19992,64.24022346368714,,,65.34099066762383,0.6833333333333333,0.0006666666666666666
19993,68.38205365402405,,,70.26368876080691,0.6955363091272485,0.0006662225183211193
19994,63.49577464788732,,,62.12147505422993,0.4562458249832999,0.0006680026720106881
20001,93.1514360313316,,,74.72457627118644,0.0006626905235255136,0.0006626905235255136
20002,85.18857142857142,,,44.11261582323592,0.49966733200266134,0.0006653359946773121
20003,90.56450137236962,,,65.95915492957747,0.5490716180371353,0.000663129973474801
20004,85.12341197822141,,,78.3194544149318,0.6313333333333333,0.0006666666666666666
20011,99.31332082551594,,,89.5752840909091,0.19986675549633579,0.0006662225183211193
20012,112.43993231810491,,,98.48591549295774,0.0006662225183211193,0.0006662225183211193
20013,93.85566037735849,,,94.43710021321962,0.05463024650233178,0.0006662225183211193
20014,118.30738522954091,,,109.15368120085776,0.2271523178807947,0.0006622516556291391
20021,101.51631477927063,,,105.09957020057307,0.20666666666666667,0.0006666666666666666
20022,98.65420560747664,,,95.59174964438122,0.6773120425815037,0.0006653359946773121
20023,64.84056603773585,,,68.5966149506347,0.6757656458055925,0.0006657789613848203
20024,79.5,,,85.2146375791696,0.01593625498007968,0.0006640106241699867
20031,85.74278438030561,,,68.76082327892122,0.6958831341301461,0.0006640106241699867
20032,77.5264765784114,,,44.374380750176925,0.27466666666666667,0.0006666666666666666
20033,87.79788257940328,,,65.07985865724382,0.6041250831669993,0.0006653359946773121
20034,78.3212962962963,,,66.79647887323944,0.06445182724252492,0.000664451827242525
20041,,,,,0.0006622516556291391,0.0006622516556291391
20042,118.75245098039215,,,61.249027237354085,0.0006605019815059445,0.0006605019815059445
20043,90.02849510240428,,,64.19324950363998,0.242885506287227,0.0006618133686300463
20044,91.16610169491526,,,65.43322259136212,0.6750830564784053,0.000664451827242525
20051,91.87037037037037,,,72.84196368527236,0.19502353732347008,0.0006724949562878278
20052,100.14181523500811,,,71.62450066577897,0.17243675099866845,0.0006657789613848203
20053,120.0952380952381,,,91.58202099737532,0.14173228346456693,0.0006561679790026247
20054,112.45873153779323,22.725593667546175,48.78358208955224,73.67414248021109,0.6609498680738787,0.4762532981530343
20061,110.85428809325562,36.97489959839358,54.010401188707284,85.94652406417113,0.7459893048128342,0.0006684491978609625
20062,121.1342229199372,38.77009966777408,57.06810035842294,92.23787375415283,0.7461794019933555,0.6790697674418604
20063,135.16530278232406,36.842175066313,56.5974025974026,104.12400530503979,0.7387267904509284,0.5901856763925729
20064,113.69146238377007,33.07636122177955,51.02340425531915,86.55776892430279,0.7131474103585658,0.5424966799468791
20071,111.43155258764608,31.271767810026386,47.41841841841842,88.14511873350924,0.7315303430079155,0.6022427440633246
20072,132.88494208494208,38.935761589403974,54.59159964253798,107.30596026490066,0.7754966887417218,0.676158940397351
20073,118.57469387755103,30.738786279683378,43.00621761658031,97.24934036939314,0.18007915567282323,0.5784960422163589
20074,135.90446841294298,39.1437125748503,54.86960514233242,114.13439787092481,0.12907518296739853,0.2714570858283433
20081,125.91822429906541,40.573607427055705,49.69053934571176,109.81697612732096,0.786472148541114,0.7068965517241379
20082,171.7205108940646,64.45112285336856,73.86979969183359,130.87120211360633,0.7826948480845443,0.8177014531043593
20083,160.78264604810997,40.45514950166113,68.20020429009193,105.09900332225914,0.6285714285714286,0.5249169435215947
20084,158.52586206896552,40.81608437705999,72.36842105263158,118.87145682267634,0.22148978246539222,0.12326961107448912
20091,169.55519480519482,58.31262392597488,85.3298969072165,141.46926635822868,0.7812293456708526,0.6074025115664243
20092,168.02434928631402,43.5687952600395,60.123493975903614,136.4950625411455,0.20605661619486504,0.3377221856484529
20093,133.0964833183048,33.165016501650165,54.778546712802765,106.01386138613861,0.25412541254125415,0.4184818481848185
20094,124.8950177935943,32.38354346383544,46.49267192784667,93.82946250829463,0.24552090245520902,0.5514266755142667
20101,119.61021505376344,33.17880794701987,44.14669652855543,84.88211920529801,0.7052980132450332,0.5728476821192053
20102,119.1739837398374,36.71042216358839,45.60114503816794,94.05672823218997,0.7856200527704486,0.6734828496042217
20103,110.15789473684211,27.671503957783642,41.05827505827506,86.2071240105541,0.7467018469656992,0.5389182058047494
20104,99.83491789109766,30.65770491803279,46.70345596432553,77.37377049180328,0.23540983606557378,0.4078688524590164
20111,146.75224550898204,61.71249173826834,71.5736,133.59220092531393,0.8440185062789161,0.7964309319233311
20112,144.75970272502065,36.89389920424403,59.48717948717949,104.59018567639258,0.7029177718832891,0.600132625994695
20113,125.79874776386404,26.17024128686327,56.84872979214781,92.65348525469169,0.675603217158177,0.4879356568364611
20114,117.18979409131603,31.031333333333333,47.28604923798359,85.978,0.074,0.422
20121,142.78947368421052,52.78168546781686,60.99552772808587,122.96350364963503,0.787657597876576,0.24817518248175183
20122,149.0299823633157,37.99467021985343,65.46901709401709,107.12524983344437,0.09327115256495669,0.10792804796802132
20123,134.78046672428695,37.93598954931417,52.43609865470852,106.51469627694317,0.6806009144350098,0.08621815806662313
20124,125.78342245989305,35.12673267326733,52.331454340473506,94.28382838283828,0.6310231023102311,0.4864686468646865
20131,128.6012058570198,43.05392809587217,58.04465212876428,99.27496671105193,0.715046604527297,0.5958721704394141
20132,119.70894874022589,38.74784910655195,54.86913849509269,96.06221045665123,0.7041694242223693,0.5585704831237591
20133,109.48540450375313,31.96232650363516,43.23899371069182,91.34434897554527,0.7554527428949108,0.3635161929940516
20134,122.90712353471596,28.427814569536423,44.51894374282434,80.62913907284768,0.6596026490066225,0.5039735099337749
20141,114.18818181818182,30.955115511551156,42.27408256880734,87.17557755775577,0.6693069306930693,0.533993399339934
20142,111.32401315789474,31.501650165016503,39.92315789473684,93.91815181518152,0.761056105610561,0.5947194719471948
20143,104.00248138957816,28.618795499669094,46.640971488912356,87.78292521508935,0.18927862342819324,0.3699536730641959
20144,118.72719594594595,30.426294820717132,50.84646878198567,92.37516600265604,0.6852589641434262,0.50199203187251
20151,147.33744221879815,44.111624834874505,60.11651376146789,123.50594451783356,0.8196829590488771,0.6512549537648613
20152,116.21482098251457,29.805168986083498,51.61713106295149,95.29754804506295,0.7514910536779325,0.583167660702452
20153,115.94388609715243,17.668370607028756,48.48952590959206,83.21277955271566,0.6722044728434505,0.4172523961661342
20154,130.66500829187396,27.915734035549704,56.37762237762238,99.18433179723502,0.19815668202764977,0.48321263989466756
20161,129.8519095869057,31.471345782356728,51.743128964059196,111.43915003219576,0.7623953638119768,0.5125563425627817
20162,119.2566371681416,33.44479495268139,46.86507936507937,102.53753943217666,0.7394321766561515,0.591167192429022
20163,105.24897959183673,27.263189448441246,44.07238307349666,80.35611510791367,0.6816546762589928,0.4550359712230216
20164,95.29820452771273,26.457750419697817,37.11805555555556,78.22495803021825,0.26580861779518744,0.5159485170677113
20171,98.01196172248804,23.77796234772979,42.7801766437684,65.21539313399778,0.5996677740863787,0.5055370985603543
20172,92.89825119236885,17.12438084755091,30.034552845528456,61.08695652173913,0.2993946064942212,0.4545954870665933
20173,91.73124484748557,20.58062740781508,35.85685071574642,63.35222894881673,0.5921849201981287,0.4551458447991194
20174,81.41528239202658,18.014884233737597,31.66178010471204,57.312568908489524,0.5953693495038589,0.44046306504961413
20181,85.66771159874608,22.51027027027027,34.33092783505155,59.596756756756754,0.6318918918918919,0.47135135135135137
20182,95.60835913312694,28.028114663726573,41.998170173833486,61.10253583241455,0.6488423373759648,0.3914002205071665
20183,96.37205523964256,26.42292923752057,38.356628982528264,70.7970378496983,0.6198573779484366,0.455842018650576
20184,87.98288508557457,22.41228555617045,36.08739837398374,65.07138904261207,0.30658550083010516,0.4853348090758163
20191,89.4115729421353,25.673695893451722,43.164256198347104,62.39567147613762,0.6215316315205327,0.4811320754716981
20192,81.928,19.513019390581718,37.85656565656566,62.795013850415515,0.2925207756232687,0.4853185595567867
20193,86.96610169491525,21.765521064301552,33.123442808607024,64.48004434589801,0.5975609756097561,0.4151884700665188
20194,90.71160130718954,26.560835509138382,41.8013468013468,64.39843342036554,0.5827676240208878,0.4046997389033943
20201,90.52187748607797,21.532850491464046,44.9699481865285,72.0993274702535,0.5897568546301086,0.49198137609932746
20202,120.73938602220771,41.0186170212766,64.79022082018928,100.45691489361703,0.7622340425531915,0.575531914893617
20203,85.45016077170418,18.551502145922747,36.79708520179372,61.17972103004292,0.32027896995708155,0.40987124463519314
20204,108.12678421494543,40.344198895027624,51.08787128712871,86.0182320441989,0.6,0.5320441988950276
20211,124.70770288858321,42.27167310877968,56.609638554216865,101.6791827719492,0.19105466593042517,0.308117062396466
20212,121.72461752433937,36.330027548209365,53.54449472096531,95.92396694214877,0.19834710743801653,0.26776859504132233
20213,116.63314447592067,40.93171806167401,55.964771817453965,90.72466960352423,0.6872246696035242,0.6272026431718062
20214,126.96058394160583,37.49474847982311,61.33835182250396,85.54892205638474,0.6213377556661138,0.6030956329463792
20221,129.11828737300436,45.25720620842572,66.36838124054464,87.94456762749445,0.2156319290465632,0.0803769401330377
20222,152.77173144876326,44.87742651136994,82.46329526916803,63.525235718247366,0.33777038269550747,0.5291181364392679
20223,142.59728867623605,29.1380266075388,78.50045167118338,56.681263858093125,0.38913525498891355,0.3713968957871397
20224,126.10977564102564,35.79633740288568,71.09278350515464,74.21531631520533,0.5044395116537181,0.40011098779134296
